,GENENAME,GENEID,PROTEINID,TXBIOTYPE,chemical,protein,experimental,prediction,database,textmining,combined_score,CIDs,Source,ID,pref_name,max_phase,molecule_type,first_approval,mechanism_of_action,action_type,synonyms
376,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00003381,9606.ENSP00000231509,848,224,900,138,988,CIDs00006215,ChEMBL,CHEMBL989,FLUOCINOLONE ACETONIDE,4,Small molecule,1963,Glucocorticoid receptor agonist,AGONIST,Fluocinolone acetonide | Fluocinolone | NSC-92339 | Capex | Derma-smoothe/fs | Dermotic | Fluocet | Fluonid | Fluotrex | Fs shampoo | Iluvien | Retisert | Synalar | Synalar fte | Synalar-c | Synalar-hp | Synalar-n | Synandone | Yutiq
377,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00003379,9606.ENSP00000231509,800,204,900,382,989,CIDs00082153,ChEMBL,CHEMBL1512,FLUNISOLIDE,4,Small molecule,1981,Glucocorticoid receptor agonist,AGONIST,Flunisolide | Flunisolide hemihydrate | RS-3999 | Aerobid | Aerospan | Aerospan hfa | Nasalide | Nasarel | Syntaris | Syntaris hayfever
378,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00003376,9606.ENSP00000231509,0,0,800,0,800,CIDs00443980,ChEMBL,CHEMBL1200877,FLUMETHASONE PIVALATE,4,Small molecule,1982,Glucocorticoid receptor agonist,AGONIST,Flumetasone pivalate | Flumethasone pivalate | Locorten | Locorten-vioform
379,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00003060,9606.ENSP00000231509,0,0,800,0,800,CIDs00443936,ChEMBL,CHEMBL1201749,DIFLUPREDNATE,4,Small molecule,2008,Glucocorticoid receptor agonist,AGONIST,Difluprednate | W 6309 | W-6309 | Durezol
380,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00003054,9606.ENSP00000231509,99,0,900,964,996,CIDs00448537,ChEMBL,CHEMBL411,DIETHYLSTILBESTROL,4,Small molecule,1973,Estrogen receptor alpha agonist,AGONIST,Diethylstilbestrol | Cyren a | Estrobene | Estrogenine | Estromenin | Fonatol | New-estranol 1 | Palestrol | Stilbestroform | Stilbestrol | Stilboestrol | Synestrin | Synthestrin | NSC-3070 | Apstil | Distilbene | Stilbetin | Stilboesterol | Tampovagan
381,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00003003,9606.ENSP00000231509,909,0,900,796,998,CIDs00005743,ChEMBL,CHEMBL384467,DEXAMETHASONE,4,Small molecule,1958,Glucocorticoid receptor agonist,AGONIST,Dexamethasone | Dexamethasone metasulfobenzoate sodium | Dexamethasone palmitate | Dexamethasone valerate | Decadron-LA | Dexacen-4 | Dexacort | Dexair | Dexycu | Fluormethylprednisolone | Mymethasone | Neodecadron | ISV-305 | NSC-34521 | OTO-104 | Aeroseb-dex | Dalalone | Decaderm | Decadron | Decadron-75 | Decaspray | Dexacortisyl | Dexafree | Dexamethasone intensol | Dexone | Dexone 0.5 | Dexone 0.75 | Dexone 1.5 | Dexone 4 | Dexsol | Dextenza | Dexycu kit | Dropodex | Gppe ear spy | Hemady | Hexadrol | Kortico Injection | Martapan | Maxidex | Maxitrol | Oradexon | Otomize | Ozurdex | Sofradex | Spersadex comp | Tobradex
382,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00003003,9606.ENSP00000231509,909,0,900,796,998,CIDs00009782,ChEMBL,CHEMBL632,BETAMETHASONE,4,Small molecule,1961,Glucocorticoid receptor agonist,AGONIST,Betamethasone | BETA-VAL | Betatrex | Dermabet | Flubenisolone | Lotrisone | Taclonex | Uticort | NSC-39470 | SCH 4831 | SCH-4831 | VISUBETA | Alphatrex | Betasolan | Betnelan | Celestone
383,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00003000,9606.ENSP00000231509,841,140,800,150,974,CIDs05311067,ChEMBL,CHEMBL1766,DESOXIMETASONE,4,Small molecule,1977,Glucocorticoid receptor agonist,AGONIST,Desoximetasone | A-41-304 | A-41304 | HOE 304 | HOE-304 | J83.644C | R 2113 | R-2113 | Stiedex | Stiedex lp | Stiedex lpn | Topicort | Topicort lp
384,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00002995,9606.ENSP00000231509,0,0,900,429,941,CIDs00002995,ChEMBL,CHEMBL1696,DESIPRAMINE HYDROCHLORIDE,4,Small molecule,1964,Norepinephrine transporter inhibitor,INHIBITOR,Desipramine hydrochloride | DMI | 18-8181 | EX 4355 | EX-4355 | G-35020 | JB-8181 | NSC-114901 | RMI 9,384A | RMI-9384A | Norpramin | Pertofran | Pertofrane
385,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00002958,9606.ENSP00000231509,0,0,700,0,700,CIDs00030323,ChEMBL,CHEMBL1200475,DAUNORUBICIN CITRATE,4,Small molecule,1996,DNA topoisomerase II alpha inhibitor,INHIBITOR,Daunorubicin citrate | Daunoxome
386,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00002958,9606.ENSP00000231509,0,0,700,0,700,CIDs00030323,ChEMBL,CHEMBL1200475,DAUNORUBICIN CITRATE,4,Small molecule,1996,DNA inhibitor,INHIBITOR,Daunorubicin citrate | Daunoxome
387,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00002958,9606.ENSP00000231509,0,0,700,0,700,CIDs00030323,ChEMBL,CHEMBL1563,DAUNORUBICIN HYDROCHLORIDE,4,Small molecule,1979,DNA topoisomerase II alpha inhibitor,INHIBITOR,Daunorubicin hydrochloride | FI 6339 HYDROCHLORIDE | FI 6339 [AS THE BASE] | FI-6339 | FI-6339 HYDROCHLORIDE | NDC 0082-4155 | NDC-0082-4155 | NSC-82151 | RP 13057 HYDROCHLORIDE | RP 13057 [AS THE BASE) | RP-13057 | RP-13057 HYDROCHLORIDE | Cerubidine | Daunoxome
388,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00002958,9606.ENSP00000231509,0,0,700,0,700,CIDs00030323,ChEMBL,CHEMBL1563,DAUNORUBICIN HYDROCHLORIDE,4,Small molecule,1979,DNA inhibitor,INHIBITOR,Daunorubicin hydrochloride | FI 6339 HYDROCHLORIDE | FI 6339 [AS THE BASE] | FI-6339 | FI-6339 HYDROCHLORIDE | NDC 0082-4155 | NDC-0082-4155 | NSC-82151 | RP 13057 HYDROCHLORIDE | RP 13057 [AS THE BASE) | RP-13057 | RP-13057 HYDROCHLORIDE | Cerubidine | Daunoxome
389,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00002958,9606.ENSP00000231509,0,0,700,0,700,CIDs00030323,ChEMBL,CHEMBL178,DAUNORUBICIN,4,Small molecule,1979,DNA inhibitor,INHIBITOR,Daunorubicin | Cerubidine | Daunoxome | FI 6339 | FI-6339 | NSC-83142 | RP 13057 | RP-13057 | Epirubicin hydrochloride impurity, daunorubicin- | Valrubicin impurity, daunorubicin
390,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00002958,9606.ENSP00000231509,0,0,700,0,700,CIDs00030323,ChEMBL,CHEMBL178,DAUNORUBICIN,4,Small molecule,1979,DNA topoisomerase II alpha inhibitor,INHIBITOR,Daunorubicin | Cerubidine | Daunoxome | FI 6339 | FI-6339 | NSC-83142 | RP 13057 | RP-13057 | Epirubicin hydrochloride impurity, daunorubicin- | Valrubicin impurity, daunorubicin
391,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00002863,9606.ENSP00000231509,122,0,800,360,881,CIDs00005745,ChEMBL,CHEMBL1650,CORTISONE ACETATE,4,Small molecule,1950,Glucocorticoid receptor agonist,AGONIST,Cortisone | Cortisone acetate | Cortisone 21-acetate | NSC-49420 | Cortate | Cortelan | Cortistab | Cortisyl | Cortone | Cortisone Acetate
392,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00002833,9606.ENSP00000231509,0,0,700,197,751,CIDs00006167,ChEMBL,CHEMBL107,COLCHICINE,4,Small molecule,1961,Tubulin inhibitor,INHIBITOR,Colchicine | NSC-757 | Colcrys | Gloperba | Mitigare
393,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00002791,9606.ENSP00000231509,883,0,800,0,976,CIDs00032798,ChEMBL,CHEMBL1159650,CLOBETASOL PROPIONATE,4,Small molecule,1985,Glucocorticoid receptor agonist,AGONIST,Clobetasol | Clobetasol propionate | Clobetasol 17-propionate | CCI 4725 | CCI-4725 | GR 2/925 | Clarelux | Clobaderm | Clobetasol propionate (emollient) | Clobex | Cormax | Dermovate | Dermovate nn | Embeline | Embeline e | Etrivex | Impeklo | Impoyz | Olux | Olux e | Temovate | Temovate e
394,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00002749,9606.ENSP00000231509,0,0,700,0,700,CIDs00002749,ChEMBL,CHEMBL1413,CICLOPIROX,4,Small molecule,1982,Iron chelating agent,CHELATING AGENT,Ciclopirox | HOE 296B | HOE-296B | Loprox | Penlac
395,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00002749,9606.ENSP00000231509,0,0,700,0,700,CIDs00002749,ChEMBL,CHEMBL1413,CICLOPIROX,4,Small molecule,1982,Aluminium chelating agent,CHELATING AGENT,Ciclopirox | HOE 296B | HOE-296B | Loprox | Penlac
396,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00002561,9606.ENSP00000231509,0,0,900,552,953,CIDs00636402,ChEMBL,CHEMBL499915,CARBENOXOLONE,4,Small molecule,NA,11-beta-hydroxysteroid dehydrogenase inhibitor,INHIBITOR,Carbenoxolone
397,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00002462,9606.ENSP00000231509,810,0,900,558,991,CIDs05281004,ChEMBL,CHEMBL1370,BUDESONIDE,4,Small molecule,1994,Glucocorticoid receptor agonist,AGONIST,Budesonide | MAP-0010 | MAP0010 | R01AD05 | S-1320 | Aircort | Budeflam aquanase | Budelin novolizer | Budenofalk | Cortiment | Duoresp spiromax | Entocort | Entocort cr | Entocort ec | Ortikos | Preferid | Pulmaxan | Pulmicort | Pulmicort flexhaler | Pulmicort l.s. | Pulmicort respules | Rhinocort | Rhinocort allergy | Rhinocort aqua | Rhinocort aqua 64 | Symbicort | Uceris
398,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00002307,9606.ENSP00000231509,0,0,800,450,886,CIDs00021700,ChEMBL,CHEMBL1200500,BECLOMETHASONE DIPROPIONATE,4,Small molecule,1976,Glucocorticoid receptor agonist,AGONIST,Beclometasone | Beclomethasone | Beclometasone dipropionate | Beclomethasone dipropionate | Beclomethasone dipropionate monohydrate | SCH 18020W | SCH 8020W | SCH-18020W | SGX-201 | SGX-202 | SGX-203 | Aerobec 100 | Aerobec 50 | Aerobec fte 250 | Asmabec clickhaler | Asmabec spacehaler | Beclazone 100 | Beclazone 100 e-breathe | Beclazone 200 | Beclazone 250 | Beclazone 250 e-breathe | Beclazone 50 | Beclazone 50 e-breathe | Becloaqua 50 | Becloforte | Becloforte e-breathe | Becloforte integra | Becloforte-vm | Beclomet diprop | Beclomet hayfever | Beclomist | Beclotaide | Beclovent | Becodisks | Beconase | Beconase aq | Becotide | Becotide 100 | Becotide 100 e-breathe | Becotide 200 | Becotide 50 | Becotide 50 e-breathe | Clenil modulite | Clipper | Filair 100 | Filair 50 | Filair fte | Fostair | Fostair nexthaler | Nasobec aq | Nasobec hayfever | Propaderm | Propaderm fte | Propaderm-a | Propaderm-c | Pulvinal beclomet | Qnasl | Qvar 100 | Qvar 100 e-breathe | Qvar 40 | Qvar 50 | Qvar 50 e-breathe | Qvar 80 | Qvar redihaler | Rino clenil | Vancenase | Vancenase aq | Vancenase pockethaler | Vanceril | Vanceril double strength | Ventide | Vivabec | Zonivent aquanasal
399,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00002133,9606.ENSP00000231509,0,0,800,166,828,CIDs00443958,ChEMBL,CHEMBL1200732,AMCINONIDE,4,Small molecule,1979,Glucocorticoid receptor agonist,AGONIST,Amcinonide | CL 34699 | CL-34699 | Cyclocort
400,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00001690,9606.ENSP00000231509,0,0,700,308,786,CIDs00031703,ChEMBL,CHEMBL359744,DOXORUBICIN HYDROCHLORIDE,4,Small molecule,1974,DNA topoisomerase II alpha inhibitor,INHIBITOR,Doxorubicin hydrochloride | Doxorubicin liposomal complex of the hydrochloride | Liposomal doxorubicin hydrochloride | Adriamycin | Adriamycin pfs | Adriamycin Rdf | Caelyx | Doxil | Doxil (liposomal) | Doxorubicin hydrochloride (liposomal) | Myocet | Rubex | Doxorubicin HCl
401,NR3C1,ENSG00000113580,ENSP00000231509,protein_coding,CIDm00001690,9606.ENSP00000231509,0,0,700,308,786,CIDs00031703,ChEMBL,CHEMBL359744,DOXORUBICIN HYDROCHLORIDE,4,Small molecule,1974,DNA inhibitor,INHIBITOR,Doxorubicin hydrochloride | Doxorubicin liposomal complex of the hydrochloride | Liposomal doxorubicin hydrochloride | Adriamycin | Adriamycin pfs | Adriamycin Rdf | Caelyx | Doxil | Doxil (liposomal) | Doxorubicin hydrochloride (liposomal) | Myocet | Rubex | Doxorubicin HCl
402,EBF1,ENSG00000164330,ENSP00000322898,protein_coding,CIDm00077998,9606.ENSP00000322898,0,0,900,0,900,CIDs00077998,ChEMBL,CHEMBL843,ROSIGLITAZONE MALEATE,4,Small molecule,1999,Peroxisome proliferator-activated receptor gamma agonist,AGONIST,Rosiglitazone maleate | Avandia | BRL-49653 | BRL-49653-C | BRL-49653C
403,EBF1,ENSG00000164330,ENSP00000322898,protein_coding,CIDm00004829,9606.ENSP00000322898,0,0,900,0,900,CIDs00004829,ChEMBL,CHEMBL1715,PIOGLITAZONE HYDROCHLORIDE,4,Small molecule,1999,Peroxisome proliferator-activated receptor gamma agonist,AGONIST,Pioglitazone hydrochloride | Actos | STR-001 | U-72107A | Diabiom | Glidipion | Glizofar
404,MED7,ENSG00000155868,ENSP00000286317,protein_coding,CIDm00077998,9606.ENSP00000286317,0,0,900,0,900,CIDs00077998,ChEMBL,CHEMBL843,ROSIGLITAZONE MALEATE,4,Small molecule,1999,Peroxisome proliferator-activated receptor gamma agonist,AGONIST,Rosiglitazone maleate | Avandia | BRL-49653 | BRL-49653-C | BRL-49653C
405,MED7,ENSG00000155868,ENSP00000286317,protein_coding,CIDm00004829,9606.ENSP00000286317,0,0,900,0,900,CIDs00004829,ChEMBL,CHEMBL1715,PIOGLITAZONE HYDROCHLORIDE,4,Small molecule,1999,Peroxisome proliferator-activated receptor gamma agonist,AGONIST,Pioglitazone hydrochloride | Actos | STR-001 | U-72107A | Diabiom | Glidipion | Glizofar
406,MED7,ENSG00000155868,ENSP00000286317,protein_coding,CIDm00003209,9606.ENSP00000286317,0,0,900,0,900,CIDs00446284,ChEMBL,CHEMBL460026,ICOSAPENT,3,Small molecule,NA,Unknown,NA,Omega-3 marine triglycerides | Icosapent | Eicosapentaenoic acid | EPA 45G
407,MED14,ENSG00000180182,ENSP00000323720,protein_coding,CIDm00077998,9606.ENSP00000323720,0,0,900,0,900,CIDs00077998,ChEMBL,CHEMBL843,ROSIGLITAZONE MALEATE,4,Small molecule,1999,Peroxisome proliferator-activated receptor gamma agonist,AGONIST,Rosiglitazone maleate | Avandia | BRL-49653 | BRL-49653-C | BRL-49653C
408,MED14,ENSG00000180182,ENSP00000323720,protein_coding,CIDm00004829,9606.ENSP00000323720,0,0,900,0,900,CIDs00004829,ChEMBL,CHEMBL1715,PIOGLITAZONE HYDROCHLORIDE,4,Small molecule,1999,Peroxisome proliferator-activated receptor gamma agonist,AGONIST,Pioglitazone hydrochloride | Actos | STR-001 | U-72107A | Diabiom | Glidipion | Glizofar
409,MED14,ENSG00000180182,ENSP00000323720,protein_coding,CIDm00003209,9606.ENSP00000323720,0,0,900,0,900,CIDs00446284,ChEMBL,CHEMBL460026,ICOSAPENT,3,Small molecule,NA,Unknown,NA,Omega-3 marine triglycerides | Icosapent | Eicosapentaenoic acid | EPA 45G
410,MED24,ENSG00000008838,ENSP00000377686,protein_coding,CIDm00077998,9606.ENSP00000377686,0,0,900,0,900,CIDs00077998,ChEMBL,CHEMBL843,ROSIGLITAZONE MALEATE,4,Small molecule,1999,Peroxisome proliferator-activated receptor gamma agonist,AGONIST,Rosiglitazone maleate | Avandia | BRL-49653 | BRL-49653-C | BRL-49653C
411,MED24,ENSG00000008838,ENSP00000377686,protein_coding,CIDm00004829,9606.ENSP00000377686,0,0,900,0,900,CIDs00004829,ChEMBL,CHEMBL1715,PIOGLITAZONE HYDROCHLORIDE,4,Small molecule,1999,Peroxisome proliferator-activated receptor gamma agonist,AGONIST,Pioglitazone hydrochloride | Actos | STR-001 | U-72107A | Diabiom | Glidipion | Glizofar
412,MED24,ENSG00000008838,ENSP00000377686,protein_coding,CIDm00003209,9606.ENSP00000377686,0,0,900,0,900,CIDs00446284,ChEMBL,CHEMBL460026,ICOSAPENT,3,Small molecule,NA,Unknown,NA,Omega-3 marine triglycerides | Icosapent | Eicosapentaenoic acid | EPA 45G
413,MED6,ENSG00000133997,ENSP00000256379,protein_coding,CIDm00077998,9606.ENSP00000256379,0,0,900,0,900,CIDs00077998,ChEMBL,CHEMBL843,ROSIGLITAZONE MALEATE,4,Small molecule,1999,Peroxisome proliferator-activated receptor gamma agonist,AGONIST,Rosiglitazone maleate | Avandia | BRL-49653 | BRL-49653-C | BRL-49653C
414,MED6,ENSG00000133997,ENSP00000256379,protein_coding,CIDm00004829,9606.ENSP00000256379,0,0,900,0,900,CIDs00004829,ChEMBL,CHEMBL1715,PIOGLITAZONE HYDROCHLORIDE,4,Small molecule,1999,Peroxisome proliferator-activated receptor gamma agonist,AGONIST,Pioglitazone hydrochloride | Actos | STR-001 | U-72107A | Diabiom | Glidipion | Glizofar
415,MED6,ENSG00000133997,ENSP00000256379,protein_coding,CIDm00003209,9606.ENSP00000256379,0,0,900,0,900,CIDs00446284,ChEMBL,CHEMBL460026,ICOSAPENT,3,Small molecule,NA,Unknown,NA,Omega-3 marine triglycerides | Icosapent | Eicosapentaenoic acid | EPA 45G
416,MED26,ENSG00000105085,ENSP00000263390,protein_coding,CIDm00077998,9606.ENSP00000263390,0,0,900,0,900,CIDs00077998,ChEMBL,CHEMBL843,ROSIGLITAZONE MALEATE,4,Small molecule,1999,Peroxisome proliferator-activated receptor gamma agonist,AGONIST,Rosiglitazone maleate | Avandia | BRL-49653 | BRL-49653-C | BRL-49653C
417,MED26,ENSG00000105085,ENSP00000263390,protein_coding,CIDm00004829,9606.ENSP00000263390,0,0,900,0,900,CIDs00004829,ChEMBL,CHEMBL1715,PIOGLITAZONE HYDROCHLORIDE,4,Small molecule,1999,Peroxisome proliferator-activated receptor gamma agonist,AGONIST,Pioglitazone hydrochloride | Actos | STR-001 | U-72107A | Diabiom | Glidipion | Glizofar
418,MED26,ENSG00000105085,ENSP00000263390,protein_coding,CIDm00003209,9606.ENSP00000263390,0,0,900,0,900,CIDs00446284,ChEMBL,CHEMBL460026,ICOSAPENT,3,Small molecule,NA,Unknown,NA,Omega-3 marine triglycerides | Icosapent | Eicosapentaenoic acid | EPA 45G
419,VDR,ENSG00000111424,ENSP00000447173,protein_coding,CIDm05289547,9606.ENSP00000447173,0,0,800,219,839,CIDs05289547,ChEMBL,CHEMBL2104955,BECOCALCIDIOL,2,Small molecule,NA,Vitamin D receptor agonist,AGONIST,Becocalcidiol | Qrx-101 | 2MBisP | DP-006 | DP006 | QRX 101 | QRX-101
420,VDR,ENSG00000111424,ENSP00000447173,protein_coding,CIDm05289504,9606.ENSP00000447173,0,0,800,212,837,CIDs06915835,ChEMBL,CHEMBL2105107,INECALCITOL,2,Small molecule,NA,Vitamin D receptor agonist,AGONIST,Inecalcitol | Tx-522 | TX-522
421,VDR,ENSG00000111424,ENSP00000447173,protein_coding,CIDm00441413,9606.ENSP00000447173,0,0,800,446,886,CIDs05281107,ChEMBL,CHEMBL1200810,DOXERCALCIFEROL,4,Small molecule,1999,Vitamin D receptor agonist,AGONIST,Doxercalciferol | GZ427397 | TSA-840 | Hectorol
422,VDR,ENSG00000111424,ENSP00000447173,protein_coding,CIDm00077996,9606.ENSP00000447173,0,0,800,509,898,CIDs05281104,ChEMBL,CHEMBL1200622,PARICALCITOL,4,Small molecule,1998,Vitamin D receptor agonist,AGONIST,Paricalcitol | COMPOUND 49510 | COMPOUND-49510 | Zemplar
423,VDR,ENSG00000111424,ENSP00000447173,protein_coding,CIDm00060821,9606.ENSP00000447173,0,0,800,464,889,CIDs05288149,ChEMBL,CHEMBL1908376,SEOCALCITOL,3,Small molecule,NA,Vitamin D receptor agonist,AGONIST,Seocalcitol | Eb-1089 | CB-1089
424,VDR,ENSG00000111424,ENSP00000447173,protein_coding,CIDm00005538,9606.ENSP00000447173,330,0,700,400,872,CIDs00444795,ChEMBL,CHEMBL38,TRETINOIN,4,Small molecule,1971,Retinoic acid receptor agonist,AGONIST,Tretinoin | Retinoic acid | NSC-122758 | Acticin | Altreno | Atralin | Avita | Renova | Retin-a | Retin-a micro | Retin-a-micro | Tretin-X | Vesanoid
425,VDR,ENSG00000111424,ENSP00000447173,protein_coding,CIDm00005538,9606.ENSP00000447173,330,0,700,400,872,CIDs05282379,ChEMBL,CHEMBL547,ISOTRETINOIN,4,Small molecule,1982,Retinoic acid receptor agonist,AGONIST,Isotretinoin | Retinoic acid 13-cis-form | 13 Cis-Retinoic Acid | PAT-001 | RO 4-3780 | RO-4-3780 | RO-43780 | Absorica | Absorica ld | Accutane | Amnesteem | Claravis | Isotrex | Myorisan | Roaccutane | Sotret | Zenatane
426,VDR,ENSG00000111424,ENSP00000447173,protein_coding,CIDm00005538,9606.ENSP00000447173,330,0,700,400,872,CIDs00449171,ChEMBL,CHEMBL705,ALITRETINOIN,4,Small molecule,1999,Retinoid receptor agonist,AGONIST,Alitretinoin | Retinoic acid 9-cis-form | Panretin | AGN 192013 | AGN-192013 | ALRT-1057 | ALRT1057 | BAL-4079 | LG-100057 | LG100057 | LGD-1057 | LGD1057 | NSC-659772 | Toctino
427,VDR,ENSG00000111424,ENSP00000447173,protein_coding,CIDm00003249,9606.ENSP00000447173,0,426,800,719,965,CIDs05280793,ChEMBL,CHEMBL1536,ERGOCALCIFEROL,4,Small molecule,1941,Vitamin D receptor agonist,AGONIST,Ergocalciferol | Vitamin d2 | Calciferol | Oleovitamin d, synthetic | Viosterol in oil | NSC-62792 | Calciferol in arach oil | Caltrate | D-forte | Deltalin | Drisdol | Eciferol d2 | Ergo-d2 | Ergoral d2 | Lanes | Oleovitamin D | Osto-d2 | Sterogyl | Sterogyl 15h | Sterogyl-15 | Uvesterol d | Vitamin d | Vitamin D 2
428,VDR,ENSG00000111424,ENSP00000447173,protein_coding,CIDm00003070,9606.ENSP00000447173,0,0,800,617,921,CIDs05311071,ChEMBL,CHEMBL2356023,DIHYDROTACHYSTEROL,4,Small molecule,NA,Vitamin D receptor agonist,AGONIST,Dihydrotachysterol | Dichysterol | Vitamin d1 | A.t. 10 | Dihydral | Dygratyl | Hytakerol | Tachyrol
429,VDR,ENSG00000111424,ENSP00000447173,protein_coding,CIDm00002735,9606.ENSP00000447173,0,398,800,984,998,CIDs05280795,ChEMBL,CHEMBL1042,CHOLECALCIFEROL,4,Small molecule,1999,Vitamin D receptor agonist,AGONIST,Colecalciferol | Cholecalciferol | Vitamin d3 | 7-dehydrocholesterol, activated | Vitamin d | AK R215 COMPONENT COLECALCIFEROL | AK-R215 COMPONENT COLECALCIFEROL | NSC-375571 | Accrete d3 | Aciferol d3 | Adcal-d3 | Aviticol | Bio-vitamin d3 | Biolife vitamin d3 | Cacit d3 | Calceos | Calci-d | Calcichew d3 | Calcichew d3 fte | Calcichew d3 once daily | Caldrink d3 | Calfovit d3 | Colecal d3 | Colekal-d3 | Colevit d3 | Cubicole d3 | D-max | D-tracetten | D-vit3 | D3 lemon melts | D3-50 | Dekristol | Desunin | Dihydrocholesterol | Dlux 400 | E-d3 | Evacal d3 | Fultium daily d3 | Fultium-d3 | Hux d3 | Invita d3 | Iso d3 | Kora liquid | Natecal d3 | Nature's remedy vitamin d3 | Neo-d | Nphd3 | Osteocaps d3 | Plenachol | Pro d3 | Pro d3 folic | Pro d3 forte | Royalvit d3 | Stexerol-d3 | Stivit-d3 | Sunvit-d3 1,000 | Sunvit-d3 10,000 | Sunvit-d3 2,000 | Sunvit-d3 20,000 | Sunvit-d3 3,000 | Sunvit-d3 400 | Sunvit-d3 5,000 | Sunvit-d3 50,000 | Sunvit-d3 800 | Synervit-d3 | Theical d-3 | Thorens | Vigantol | Vigantoletten | Vigantoletten 500 | Vit d3 streuli | Vita-d3 | Vitamin D 3 | Zymad | Vitamin d assay system suitability
430,VDR,ENSG00000111424,ENSP00000447173,protein_coding,CIDm00002524,9606.ENSP00000447173,995,0,800,986,999,CIDs05280453,ChEMBL,CHEMBL846,CALCITRIOL,4,Small molecule,1978,Vitamin D receptor agonist,AGONIST,Calcitriol | 1alpha,25-dihydroxycholecalciferol | 1alpha,25-dihydroxyvitamin d3 | RO 21-5535 | RO-21-5535 | RO-215535 | Calcijex | Dihydroxycholecalciferol | Dihydroxyvitamin D 3 | Rocaltrol | Silkis | Topitriol | Vectical
431,VDR,ENSG00000111424,ENSP00000447173,protein_coding,CIDm00002522,9606.ENSP00000447173,0,0,900,317,929,CIDs05288783,ChEMBL,CHEMBL1200666,CALCIPOTRIENE,4,Small molecule,1993,Vitamin D receptor agonist,AGONIST,Calcipotriol | Calcipotriene | Calcipotriene hydrate | MC 903 | MC-903 | PRI-2201 | Dovobet | Dovonex | Enstilar | Sorilux | Xamiol
